Age Group,Gender,Country,Education Level,Recent Job Title,Coding Experience,Industry,Company Size,Num Language,Average Annual Salary ($USD)
55-59,Woman,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Product Manager,I have never written code,Retail/Sales,0-49 ,0,64999.5
35-39,Man,Algeria,Master’s degree,Data Scientist,3-5 ,Energy/Mining,250-999 ,3,1499.5
25-29,Man,India,Bachelor’s degree,Software Engineer,1-3 ,Accounting/Finance,"10,000 or more ",2,8749.5
30-34,Man,Nigeria,Bachelor’s degree,Software Engineer,5-10 ,Non-profit/Service,0-49 ,1,2499.5
45-49,Man,Japan,Master’s degree,Software Engineer,20+ ,Online Business/Internet-based Sales,50-249 ,2,8749.5
35-39,Man,Italy,Doctoral degree,Data Scientist,5-10 ,Hospitality/Entertainment/Sports,"1000-9,999 ",4,84999.5
30-34,Woman,Turkey,Master’s degree,Data Scientist,5-10 ,Accounting/Finance,"1000-9,999 ",2,1499.5
40-44,Woman,Colombia,Master’s degree,Data Analyst,10-20 ,Computers/Technology,0-49 ,1,27499.5
25-29,Man,Japan,Master’s degree,Program/Project Manager,< 1 ,Accounting/Finance,"1000-9,999 ",0,54999.5
55-59,Man,Japan,Bachelor’s degree,Other,20+ ,Manufacturing/Fabrication,"10,000 or more ",3,54999.5
22-24,Man,India,Bachelor’s degree,Data Analyst,1-3 ,Accounting/Finance,50-249 ,2,0.0
35-39,Woman,Germany,Master’s degree,Data Analyst,3-5 ,Online Service/Internet-based Services,50-249 ,2,74999.5
40-44,Woman,Other,Bachelor’s degree,Program/Project Manager,3-5 ,Government/Public Service,50-249 ,2,34999.5
45-49,Man,Thailand,Master’s degree,Program/Project Manager,10-20 ,Computers/Technology,"1000-9,999 ",3,34999.5
25-29,Man,United States of America,Master’s degree,Research Scientist,3-5 ,Non-profit/Service,0-49 ,1,64999.5
25-29,Man,South Korea,Some college/university study without earning a bachelor’s degree,Data Analyst,1-3 ,Academics/Education,0-49 ,2,1499.5
45-49,Man,India,Doctoral degree,Other,20+ ,Academics/Education,250-999 ,3,6249.5
60-69,Man,Germany,Professional doctorate,Statistician,20+ ,Medical/Pharmaceutical,0-49 ,4,499.5
50-54,Man,Mexico,Master’s degree,Other,I have never written code,Academics/Education,"10,000 or more ",0,12499.5
25-29,Woman,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Data Analyst,3-5 ,Online Service/Internet-based Services,"10,000 or more ",2,64999.5
25-29,Man,Russia,Master’s degree,Data Analyst,1-3 ,Government/Public Service,"10,000 or more ",2,22499.5
40-44,Woman,Nigeria,Master’s degree,Business Analyst,< 1 ,Retail/Sales,0-49 ,0,2499.5
60-69,Man,Japan,Bachelor’s degree,Product Manager,< 1 ,Manufacturing/Fabrication,"10,000 or more ",1,499.5
25-29,Woman,France,Master’s degree,Program/Project Manager,1-3 ,Academics/Education,0-49 ,1,1499.5
25-29,Man,India,Bachelor’s degree,Machine Learning Engineer,< 1 ,Academics/Education,0-49 ,2,12499.5
25-29,Woman,India,Master’s degree,Research Scientist,3-5 ,Academics/Education,"10,000 or more ",4,27499.5
30-34,Man,Pakistan,Bachelor’s degree,Software Engineer,10-20 ,Computers/Technology,0-49 ,5,27499.5
22-24,Man,India,Bachelor’s degree,Data Analyst,3-5 ,Computers/Technology,"10,000 or more ",2,6249.5
22-24,Man,Bangladesh,Some college/university study without earning a bachelor’s degree,Data Scientist,< 1 ,Academics/Education,0-49 ,3,499.5
35-39,Man,Other,Master’s degree,Data Analyst,10-20 ,Government/Public Service,"10,000 or more ",1,22499.5
30-34,Man,Argentina,Some college/university study without earning a bachelor’s degree,Software Engineer,3-5 ,Medical/Pharmaceutical,250-999 ,1,12499.5
25-29,Man,India,Professional doctorate,Data Analyst,1-3 ,Computers/Technology,250-999 ,4,6249.5
25-29,Man,Nigeria,Bachelor’s degree,Program/Project Manager,3-5 ,Academics/Education,250-999 ,2,3499.5
18-21,Nonbinary,Indonesia,Some college/university study without earning a bachelor’s degree,Business Analyst,I have never written code,Academics/Education,0-49 ,0,1499.5
50-54,Prefer not to say,Japan,Some college/university study without earning a bachelor’s degree,Statistician,< 1 ,Computers/Technology,0-49 ,3,499.5
25-29,Woman,Philippines,Bachelor’s degree,Data Analyst,5-10 ,Broadcasting/Communications,"1000-9,999 ",1,8749.5
25-29,Man,Russia,Master’s degree,Other,< 1 ,Computers/Technology,"1000-9,999 ",1,8749.5
22-24,Woman,India,Master’s degree,Machine Learning Engineer,1-3 ,Energy/Mining,0-49 ,1,499.5
22-24,Prefer not to say,Russia,Master’s degree,Data Scientist,5-10 ,Online Service/Internet-based Services,"10,000 or more ",4,27499.5
55-59,Man,Italy,Doctoral degree,Statistician,10-20 ,Medical/Pharmaceutical,250-999 ,1,22499.5
25-29,Man,Other,Bachelor’s degree,Software Engineer,< 1 ,Other,0-49 ,1,499.5
22-24,Prefer not to say,Japan,Some college/university study without earning a bachelor’s degree,Software Engineer,< 1 ,Marketing/CRM,0-49 ,2,499.5
40-44,Man,United States of America,Doctoral degree,Software Engineer,10-20 ,Computers/Technology,"10,000 or more ",5,0.0
30-34,Man,Chile,Master’s degree,Data Analyst,1-3 ,Retail/Sales,250-999 ,1,22499.5
35-39,Man,Tunisia,Bachelor’s degree,Business Analyst,5-10 ,Broadcasting/Communications,"1000-9,999 ",2,12499.5
30-34,Man,Chile,Bachelor’s degree,Data Scientist,1-3 ,Other,250-999 ,3,34999.5
45-49,Man,Spain,Bachelor’s degree,Program/Project Manager,20+ ,Other,250-999 ,5,0.0
25-29,Woman,China,Master’s degree,Data Scientist,3-5 ,Computers/Technology,0-49 ,1,0.0
25-29,Woman,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Research Scientist,1-3 ,Computers/Technology,0-49 ,1,84999.5
35-39,Man,Ghana,Master’s degree,Program/Project Manager,I have never written code,Retail/Sales,0-49 ,0,6249.5
45-49,Man,France,Doctoral degree,Machine Learning Engineer,20+ ,Medical/Pharmaceutical,"1000-9,999 ",9,44999.5
45-49,Woman,Thailand,Bachelor’s degree,Business Analyst,10-20 ,Computers/Technology,0-49 ,3,499.5
35-39,Woman,Romania,Master’s degree,Data Scientist,5-10 ,Computers/Technology,"1000-9,999 ",3,27499.5
25-29,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Software Engineer,5-10 ,Computers/Technology,"10,000 or more ",2,34999.5
18-21,Man,India,Master’s degree,Data Engineer,< 1 ,Other,0-49 ,1,17499.5
22-24,Man,Russia,Bachelor’s degree,Data Analyst,< 1 ,Non-profit/Service,0-49 ,1,0.0
30-34,Woman,Romania,Master’s degree,Other,I have never written code,Accounting/Finance,250-999 ,0,499.5
18-21,Man,Pakistan,Bachelor’s degree,Machine Learning Engineer,< 1 ,Hospitality/Entertainment/Sports,0-49 ,1,1499.5
25-29,Man,United States of America,Master’s degree,Machine Learning Engineer,3-5 ,Academics/Education,0-49 ,3,499.5
22-24,Man,Nepal,Bachelor’s degree,Data Analyst,3-5 ,Non-profit/Service,0-49 ,3,499.5
25-29,Prefer not to say,France,Doctoral degree,Machine Learning Engineer,10-20 ,Other,0-49 ,2,34999.5
25-29,Man,India,Master’s degree,Data Scientist,1-3 ,Online Service/Internet-based Services,0-49 ,2,3499.5
45-49,Prefer not to say,I do not wish to disclose my location,I prefer not to answer,Data Scientist,10-20 ,Medical/Pharmaceutical,"10,000 or more ",2,0.0
50-54,Man,Spain,Some college/university study without earning a bachelor’s degree,Business Analyst,< 1 ,Government/Public Service,"10,000 or more ",3,1499.5
25-29,Woman,Turkey,Bachelor’s degree,Software Engineer,5-10 ,Shipping/Transportation,0-49 ,2,499.5
35-39,Man,Netherlands,Master’s degree,Data Analyst,1-3 ,Government/Public Service,"10,000 or more ",2,64999.5
35-39,Man,Germany,Doctoral degree,Research Scientist,10-20 ,Government/Public Service,0-49 ,2,54999.5
70+,Man,United States of America,Professional doctorate,Other,1-3 ,Medical/Pharmaceutical,50-249 ,3,74999.5
35-39,Woman,Peru,Doctoral degree,Research Scientist,1-3 ,Academics/Education,50-249 ,1,1499.5
35-39,Woman,Czech Republic,Doctoral degree,Machine Learning Engineer,5-10 ,Computers/Technology,50-249 ,2,27499.5
25-29,Woman,Morocco,Doctoral degree,Research Scientist,3-5 ,Academics/Education,0-49 ,7,499.5
22-24,Woman,Malaysia,Bachelor’s degree,Data Analyst,1-3 ,Computers/Technology,0-49 ,3,8749.5
22-24,Man,Other,Master’s degree,Data Scientist,3-5 ,Computers/Technology,250-999 ,4,499.5
25-29,Man,Belgium,Master’s degree,Data Scientist,3-5 ,Energy/Mining,0-49 ,2,34999.5
22-24,Man,India,Bachelor’s degree,Software Engineer,3-5 ,Computers/Technology,250-999 ,2,12499.5
45-49,Man,Spain,Professional doctorate,Other,3-5 ,Broadcasting/Communications,"10,000 or more ",1,64999.5
35-39,Man,Japan,Doctoral degree,Research Scientist,10-20 ,Academics/Education,250-999 ,1,84999.5
25-29,Man,Iraq,Master’s degree,Data Scientist,< 1 ,Computers/Technology,0-49 ,1,499.5
18-21,Man,India,Master’s degree,Software Engineer,< 1 ,Computers/Technology,0-49 ,4,3499.5
18-21,Man,India,Bachelor’s degree,Software Engineer,1-3 ,Computers/Technology,"10,000 or more ",3,499.5
50-54,Man,Egypt,Bachelor’s degree,Program/Project Manager,20+ ,Medical/Pharmaceutical,0-49 ,6,54999.5
30-34,Man,India,Bachelor’s degree,Other,1-3 ,Computers/Technology,"10,000 or more ",4,4499.5
25-29,Man,Germany,Master’s degree,Machine Learning Engineer,1-3 ,Manufacturing/Fabrication,"1000-9,999 ",1,54999.5
25-29,Man,China,Bachelor’s degree,Software Engineer,1-3 ,Manufacturing/Fabrication,50-249 ,1,2499.5
25-29,Prefer not to say,United States of America,Master’s degree,Data Scientist,1-3 ,Computers/Technology,50-249 ,2,34999.5
30-34,Woman,India,Bachelor’s degree,Other,1-3 ,Manufacturing/Fabrication,"1000-9,999 ",2,499.5
25-29,Man,India,Bachelor’s degree,Data Analyst,3-5 ,Accounting/Finance,"1000-9,999 ",2,17499.5
50-54,Man,Spain,Master’s degree,Software Engineer,20+ ,Computers/Technology,50-249 ,0,34999.5
22-24,Man,Egypt,Bachelor’s degree,Statistician,I have never written code,Academics/Education,0-49 ,0,27499.5
25-29,Man,India,Master’s degree,Machine Learning Engineer,1-3 ,Computers/Technology,0-49 ,1,1499.5
35-39,Man,Argentina,Master’s degree,Data Scientist,3-5 ,Online Business/Internet-based Sales,"10,000 or more ",2,17499.5
30-34,Man,United States of America,Bachelor’s degree,Business Analyst,< 1 ,Other,50-249 ,2,84999.5
25-29,Man,Spain,Some college/university study without earning a bachelor’s degree,Data Scientist,3-5 ,Online Business/Internet-based Sales,250-999 ,2,84999.5
30-34,Man,Other,Master’s degree,Developer Relations/Advocacy,< 1 ,Broadcasting/Communications,0-49 ,1,499.5
35-39,Man,Portugal,Bachelor’s degree,Data Analyst,I have never written code,Accounting/Finance,0-49 ,0,74999.5
25-29,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Data Analyst,1-3 ,Other,"10,000 or more ",2,54999.5
45-49,Woman,Mexico,Master’s degree,Data Engineer,5-10 ,Manufacturing/Fabrication,"10,000 or more ",4,2499.5
40-44,Man,India,Master’s degree,Software Engineer,10-20 ,Computers/Technology,250-999 ,1,44999.5
22-24,Man,India,Bachelor’s degree,Software Engineer,1-3 ,Computers/Technology,0-49 ,3,8749.5
60-69,Man,Brazil,Master’s degree,Machine Learning Engineer,20+ ,Computers/Technology,0-49 ,5,499.5
18-21,Prefer not to say,China,Bachelor’s degree,Data Scientist,1-3 ,Academics/Education,0-49 ,1,499.5
50-54,Man,Spain,Master’s degree,Data Engineer,20+ ,Government/Public Service,50-249 ,5,64999.5
35-39,Man,India,Master’s degree,Product Manager,1-3 ,Computers/Technology,"1000-9,999 ",1,34999.5
40-44,Man,United Kingdom of Great Britain and Northern Ireland,Professional doctorate,Program/Project Manager,10-20 ,Accounting/Finance,"10,000 or more ",3,74999.5
30-34,Man,India,Bachelor’s degree,Business Analyst,5-10 ,Computers/Technology,"10,000 or more ",1,0.0
30-34,Man,Australia,Doctoral degree,Research Scientist,10-20 ,Academics/Education,"1000-9,999 ",3,74999.5
60-69,Man,United States of America,Doctoral degree,Research Scientist,20+ ,Academics/Education,0-49 ,8,44999.5
40-44,Man,India,Master’s degree,Other,1-3 ,Marketing/CRM,50-249 ,1,34999.5
40-44,Man,Nigeria,Doctoral degree,Software Engineer,10-20 ,Academics/Education,"1000-9,999 ",5,2499.5
55-59,Man,Thailand,Doctoral degree,Statistician,20+ ,Government/Public Service,"1000-9,999 ",1,64999.5
30-34,Prefer to self-describe,Other,Doctoral degree,Research Scientist,10-20 ,Academics/Education,"1000-9,999 ",3,34999.5
18-21,Man,Peru,Some college/university study without earning a bachelor’s degree,Data Analyst,3-5 ,Accounting/Finance,0-49 ,2,12499.5
35-39,Prefer to self-describe,Czech Republic,Master’s degree,Data Analyst,10-20 ,Shipping/Transportation,"10,000 or more ",3,54999.5
40-44,Man,France,Master’s degree,Data Scientist,3-5 ,Shipping/Transportation,50-249 ,1,54999.5
22-24,Man,Egypt,No formal education past high school,Data Engineer,1-3 ,Academics/Education,0-49 ,3,499.5
30-34,Man,Other,Bachelor’s degree,Data Analyst,1-3 ,Accounting/Finance,250-999 ,3,12499.5
35-39,Man,Russia,Master’s degree,Business Analyst,5-10 ,Online Business/Internet-based Sales,"10,000 or more ",2,22499.5
35-39,Man,India,Master’s degree,Program/Project Manager,5-10 ,Hospitality/Entertainment/Sports,50-249 ,3,22499.5
22-24,Man,Russia,Master’s degree,Machine Learning Engineer,1-3 ,Retail/Sales,0-49 ,2,499.5
18-21,Woman,India,Bachelor’s degree,Other,1-3 ,Other,0-49 ,2,499.5
40-44,Man,Romania,Master’s degree,Other,< 1 ,Other,250-999 ,1,17499.5
35-39,Man,India,Bachelor’s degree,Machine Learning Engineer,10-20 ,Computers/Technology,"10,000 or more ",2,34999.5
30-34,Man,United States of America,Master’s degree,Other,3-5 ,Medical/Pharmaceutical,"10,000 or more ",1,74999.5
40-44,Man,India,Bachelor’s degree,Other,10-20 ,Computers/Technology,"10,000 or more ",1,54999.5
45-49,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Software Engineer,3-5 ,Government/Public Service,"1000-9,999 ",2,44999.5
30-34,Man,Argentina,Some college/university study without earning a bachelor’s degree,Data Scientist,< 1 ,Manufacturing/Fabrication,50-249 ,1,6249.5
45-49,Man,Japan,Master’s degree,Software Engineer,20+ ,Computers/Technology,50-249 ,1,499.5
22-24,Man,South Korea,No formal education past high school,Machine Learning Engineer,5-10 ,Computers/Technology,50-249 ,1,64999.5
22-24,Man,Nigeria,Professional doctorate,Machine Learning Engineer,< 1 ,Non-profit/Service,0-49 ,2,499.5
25-29,Man,Nepal,Bachelor’s degree,Data Scientist,< 1 ,Computers/Technology,0-49 ,1,499.5
50-54,Man,Russia,Master’s degree,Data Analyst,20+ ,Manufacturing/Fabrication,250-999 ,1,17499.5
22-24,Man,United States of America,Bachelor’s degree,Other,< 1 ,Government/Public Service,"10,000 or more ",2,64999.5
50-54,Man,Indonesia,Master’s degree,Business Analyst,< 1 ,Academics/Education,0-49 ,1,499.5
55-59,Man,Japan,Doctoral degree,Research Scientist,20+ ,Academics/Education,"1000-9,999 ",3,84999.5
45-49,Man,Russia,Bachelor’s degree,Research Scientist,5-10 ,Energy/Mining,0-49 ,4,0.0
35-39,Man,South Africa,Master’s degree,Other,10-20 ,Other,"1000-9,999 ",3,4499.5
30-34,Man,Algeria,Doctoral degree,Research Scientist,5-10 ,Academics/Education,0-49 ,3,499.5
22-24,Man,Portugal,Bachelor’s degree,Other,< 1 ,Broadcasting/Communications,"1000-9,999 ",1,8749.5
25-29,Man,Malaysia,Bachelor’s degree,Data Scientist,1-3 ,Insurance/Risk Assessment,250-999 ,2,34999.5
30-34,Man,Singapore,Bachelor’s degree,Data Analyst,< 1 ,Computers/Technology,250-999 ,2,2499.5
40-44,Man,Russia,Some college/university study without earning a bachelor’s degree,Business Analyst,< 1 ,Marketing/CRM,0-49 ,2,17499.5
35-39,Man,Ethiopia,Bachelor’s degree,Other,I have never written code,Medical/Pharmaceutical,0-49 ,0,1499.5
55-59,Man,United States of America,Bachelor’s degree,Other,5-10 ,Shipping/Transportation,"10,000 or more ",3,54999.5
35-39,Man,"Iran, Islamic Republic of...",Doctoral degree,Software Engineer,20+ ,Academics/Education,0-49 ,8,499.5
50-54,Woman,Thailand,I prefer not to answer,Research Scientist,10-20 ,Academics/Education,"1000-9,999 ",4,0.0
40-44,Man,India,Bachelor’s degree,Program/Project Manager,I have never written code,Computers/Technology,250-999 ,0,499.5
40-44,Woman,Sweden,Master’s degree,Other,10-20 ,Medical/Pharmaceutical,"1000-9,999 ",1,84999.5
25-29,Woman,Canada,Bachelor’s degree,Data Analyst,3-5 ,Accounting/Finance,"10,000 or more ",0,64999.5
45-49,Man,United States of America,Master’s degree,Program/Project Manager,1-3 ,Military/Security/Defense,"10,000 or more ",1,64999.5
22-24,Man,India,Bachelor’s degree,Research Scientist,5-10 ,Computers/Technology,250-999 ,3,12499.5
25-29,Man,Italy,Bachelor’s degree,Machine Learning Engineer,3-5 ,Academics/Education,50-249 ,5,499.5
50-54,Man,India,Doctoral degree,Data Scientist,20+ ,Manufacturing/Fabrication,"10,000 or more ",3,34999.5
40-44,Man,Mexico,Master’s degree,Business Analyst,3-5 ,Accounting/Finance,"10,000 or more ",0,4499.5
50-54,Man,Ireland,Master’s degree,Data Engineer,5-10 ,Government/Public Service,"1000-9,999 ",3,84999.5
30-34,Woman,Malaysia,Some college/university study without earning a bachelor’s degree,Other,5-10 ,Retail/Sales,250-999 ,2,6249.5
35-39,Man,India,Bachelor’s degree,Software Engineer,10-20 ,Energy/Mining,"1000-9,999 ",3,499.5
30-34,Man,Chile,Some college/university study without earning a bachelor’s degree,Data Analyst,< 1 ,Retail/Sales,0-49 ,3,1499.5
25-29,Woman,Algeria,Master’s degree,Research Scientist,5-10 ,Academics/Education,0-49 ,6,0.0
55-59,Man,Australia,Bachelor’s degree,Business Analyst,20+ ,Computers/Technology,50-249 ,0,499.5
40-44,Man,Nigeria,Bachelor’s degree,Software Engineer,3-5 ,Academics/Education,0-49 ,1,499.5
25-29,Man,Pakistan,Master’s degree,Data Scientist,5-10 ,Government/Public Service,"1000-9,999 ",4,4499.5
22-24,Man,Pakistan,Master’s degree,Software Engineer,< 1 ,Computers/Technology,0-49 ,1,1499.5
50-54,Man,Romania,Doctoral degree,Research Scientist,20+ ,Academics/Education,250-999 ,3,34999.5
22-24,Woman,Taiwan,Master’s degree,Data Scientist,1-3 ,Non-profit/Service,0-49 ,3,1499.5
40-44,Woman,Russia,Bachelor’s degree,Data Analyst,I have never written code,Accounting/Finance,0-49 ,0,6249.5
25-29,Man,Taiwan,Master’s degree,Machine Learning Engineer,5-10 ,Computers/Technology,250-999 ,3,84999.5
18-21,Man,India,Some college/university study without earning a bachelor’s degree,Machine Learning Engineer,1-3 ,Computers/Technology,"1000-9,999 ",3,499.5
50-54,Man,United States of America,Some college/university study without earning a bachelor’s degree,Software Engineer,20+ ,Medical/Pharmaceutical,50-249 ,3,84999.5
35-39,Man,Poland,Bachelor’s degree,Business Analyst,I have never written code,Accounting/Finance,"10,000 or more ",0,22499.5
45-49,Man,Egypt,Bachelor’s degree,Machine Learning Engineer,1-3 ,Manufacturing/Fabrication,250-999 ,1,12499.5
40-44,Man,Other,Master’s degree,Product Manager,20+ ,Academics/Education,250-999 ,2,17499.5
30-34,Man,Russia,No formal education past high school,Software Engineer,10-20 ,Manufacturing/Fabrication,"1000-9,999 ",1,1499.5
30-34,Man,India,Master’s degree,Software Engineer,5-10 ,Computers/Technology,"10,000 or more ",2,499.5
45-49,Man,Romania,Master’s degree,Data Analyst,3-5 ,Marketing/CRM,250-999 ,3,17499.5
25-29,Man,Nigeria,Bachelor’s degree,Machine Learning Engineer,< 1 ,Academics/Education,0-49 ,1,499.5
